municipios_BR_dadosFID,municipios_BR_dadosmun_nm,municipios_BR_dadoscod_ibge,municipios_BR_dadosT2_1_man,municipios_BR_dadosT2_2_rpe,municipios_BR_dadosT2_2_qe_m3,municipios_BR_dadosT2_2_qe_ls,municipios_BR_dadosT2_4_tpsis,municipios_BR_dadosT2_4_tp_op,municipios_BR_dadosT3_1_c_man,municipios_BR_dadosT3_2_sispr,municipios_BR_dadosT3_3_avqtt,municipios_BR_dadosT3_4_dist,municipios_BR_dadosT3_5_efdis,municipios_BR_dadosT3_6_efpr,municipios_BR_dadosT3_7_ish,municipios_BR_dadosT3_8_plnac,municipios_BR_dadosT3_9_ivi,municipios_BR_dadosT3_10_perd,municipios_BR_dadosT2_2_SiSem,WebServices_Croquis_vfinalcsvHiperlink1,WebServices_Croquis_vfinalcsvNome_Croqui1,WebServices_Croquis_vfinalcsvHiperlink2,WebServices_Croquis_vfinalcsvNome_Croqui2,WebServices_Croquis_vfinalcsvHiperlink3,WebServices_Croquis_vfinalcsvNome_Croqui3,WebServices_Croquis_vfinalcsvHiperlink4,WebServices_Croquis_vfinalcsvNome_Croqui4,WebServices_Croquis_vfinalcsvHiperlink5,WebServices_Croquis_vfinalcsvNome_Croqui5,WebServices_Croquis_vfinalcsvHiperlink6,WebServices_Croquis_vfinalcsvNome_Croqui6,WebServices_Croquis_vfinalcsvHiperlink7,WebServices_Croquis_vfinalcsvNome_Croqui7
5475,Itaguajé,4110904,Exclusivamente Subterrânea,4110904,0.001908,1.907863,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4110904_Itaguaje.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5476,Ivatuba,4111605,Exclusivamente Subterrânea,4111605,0.000609,0.608987,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura Recomendada,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4111605_Ivatuba.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5477,Japurá,4112405,Exclusivamente Subterrânea,4112405,0.002736,2.735874,Sistema Isolado,Autarquia Municipal,Manancial com Baixa Vulnerabilidade,Satisfatório,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Alta,Alta,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4112405_Japura.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5478,Terra Boa,4127205,Exclusivamente Subterrânea,4127205,0.000609,0.609038,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Média,Máxima,Alta,Medida de Gestão,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4127205_TerraBoa.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5479,Jussara,4113007,Exclusivamente Subterrânea,4113007,0.000955,0.955365,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4113007_Jussara.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5480,Maria Helena,4114708,Exclusivamente Subterrânea,4114708,0.00104,1.040061,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4114708_MariaHelena.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5481,Kaloré,4113106,Exclusivamente Subterrânea,4113106,0.000609,0.608831,Sistema Isolado,Autarquia Municipal,Manancial com Baixa Vulnerabilidade,Satisfatório,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Alta,Alta,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4113106_Kalore.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5482,Lidianópolis,4113429,Exclusivamente Subterrânea,4113429,0.000609,0.608814,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4113429_Lidianopolis.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5483,Loanda,4113502,Exclusivamente Subterrânea,4113502,0.001208,1.207763,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4113502_Loanda.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5484,Miraselva,4116000,Exclusivamente Subterrânea,4116000,0.001516,1.515882,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Média,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,C,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4116000_Miraselva.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5485,São Paulo de Olivença,1303908,Exclusivamente Superficial,1303908,0.00159,1.589539,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,70 ≥ Índice de Cobertura > 90%,Baixa,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,D,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1303908_SaoPaulodeOlivenca.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5486,Lobato,4113601,Exclusivamente Subterrânea,4113601,0.001951,1.951268,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4113601_Lobato.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5487,Lunardelli,4113759,Preponderantemente Superficial,4113759,0.000609,0.608861,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Ampliação do sistema,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura Recomendada,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4113759_Lunardelli.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5488,Lupionópolis,4113809,Exclusivamente Subterrânea,4113809,0.001872,1.871898,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4113809_Lupionopolis.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5489,Mariópolis,4115309,Exclusivamente Subterrânea,4115309,0.002136,2.136492,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4115309_Mariopolis.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5490,Maripá,4115358,Exclusivamente Subterrânea,4115358,0.001314,1.31441,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4115358_Maripa.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5491,Medianeira,4115804,Preponderantemente Superficial,4115804,0.001473,1.473388,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Adequação do sistema,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Média,Alta,Alta,Medida de Gestão,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4115804_Medianeira.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5492,Mercedes,4115853,Exclusivamente Subterrânea,4115853,0.001314,1.314409,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Média,Máxima,Alta,Medida de Gestão,C,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4115853_Mercedes.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5493,Querência do Norte,4121000,Exclusivamente Subterrânea,4121000,0.001262,1.261745,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4121000_QuerenciadoNorte.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5494,Mirador,4115903,Exclusivamente Subterrânea,4115903,0.000263,0.262881,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4115903_Mirador.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5495,Moreira Sales,4116109,Exclusivamente Subterrânea,4116109,0.001314,1.314245,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4116109_MoreiraSales.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5496,Munhoz de Melo,4116307,Exclusivamente Subterrânea,4116307,0.002214,2.214124,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Média,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4116307_MunhozdeMelo.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5497,Ramilândia,4121257,Preponderantemente Superficial,4121257,0.001314,1.314409,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Satisfatório,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Alta,Alta,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4121257_Ramilandia.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5498,Renascença,4121604,Exclusivamente Subterrânea,4121604,0.002136,2.136117,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4121604_Renascenca.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5499,Nossa Senhora das Graças,4116406,Exclusivamente Subterrânea,4116406,0.00167,1.670231,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Média,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,C,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4116406_NossaSenhoradasGracas.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5500,Nova Aliança do Ivaí,4116505,Exclusivamente Subterrânea,4116505,0.000914,0.914099,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4116505_NovaAliancadoIvai.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5501,Nova Londrina,4117107,Exclusivamente Subterrânea,4117107,0.00141,1.409965,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4117107_NovaLondrina.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5502,Nova Prata do Iguaçu,4117255,Preponderantemente Superficial,4117255,0.002067,2.067012,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Adequação do sistema,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Alta,Alta,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4117255_NovaPratadoIguacu.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5503,Paiçandu,4117503,Exclusivamente Subterrânea,4117503,0.000609,0.60897,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Ampliação do sistema,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Alta,Baixa,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4117503_Paicandu.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5504,Palotina,4117909,Exclusivamente Subterrânea,4117909,0.001314,1.314407,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4117909_Palotina.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5505,Paraíso do Norte,4118006,Preponderantemente Subterrânea,4118006,0.00075,0.749877,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4118006_ParaisodoNorte.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5506,Paranacity,4118105,Exclusivamente Subterrânea,4118105,0.001637,1.63749,Sistema Integrado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Média,Média,Média,Infraestrutura Recomendada,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_PR_INT_08_ParanacityCruzeirodoSul.pdf,Sistema Integrado Paranacity-Cruzeiro do Sul,,,,,,,,,,,,
5507,Paranapoema,4118303,Exclusivamente Subterrânea,4118303,0.00155,1.550294,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,90 ≥ Índice de Cobertura > 97%,Média,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,C,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4118303_Paranapoema.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5508,Paranavaí,4118402,Preponderantemente Superficial,4118402,0.001309,1.308598,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura Recomendada,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4118402_Paranavai.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5509,Peabiru,4118808,Exclusivamente Subterrânea,4118808,0.000609,0.609028,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Média,Média,Média,Infraestrutura Recomendada,C,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4118808_Peabiru.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5510,Pinhal de São Bento,4119251,Preponderantemente Superficial,4119251,0.002067,2.067042,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Adequação do sistema,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Alta,Alta,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4119251_PinhaldeSaoBento.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5511,Pitangueiras,4119657,Exclusivamente Subterrânea,4119657,0.001981,1.981009,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4119657_Pitangueiras.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5512,Santa Lúcia,4123824,Exclusivamente Subterrânea,4123824,0.002068,2.067769,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Satisfatório,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Alta,Alta,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4123824_SantaLucia.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5513,Presidente Castelo Branco,4120408,Exclusivamente Subterrânea,4120408,0.001193,1.193302,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4120408_PresidenteCasteloBranco.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5514,Santo Antônio do Caiuá,4124202,Exclusivamente Subterrânea,4124202,0.001443,1.443336,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4124202_SantoAntoniodoCaiua.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5515,Quatro Pontes,4120853,Exclusivamente Subterrânea,4120853,0.001314,1.314415,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4120853_QuatroPontes.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5516,Quinta do Sol,4121109,Exclusivamente Subterrânea,4121109,0.000609,0.608977,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4121109_QuintadoSol.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5517,Rondon,4122602,Exclusivamente Subterrânea,4122602,0.001005,1.005002,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4122602_Rondon.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5518,Santo Inácio,4124509,Exclusivamente Subterrânea,4124509,0.00175,1.75044,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4124509_SantoInacio.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5519,Sabáudia,4122701,Exclusivamente Subterrânea,4122701,0.00262,2.620229,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Infraestrutura Recomendada,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4122701_Sabaudia.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5520,Santa Cruz de Monte Castelo,4123303,Exclusivamente Subterrânea,4123303,0.001066,1.065807,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4123303_SantaCruzdeMonteCastelo.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5521,Santa Fé,4123402,Exclusivamente Subterrânea,4123402,0.001823,1.823072,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4123402_SantaFe.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
5522,Santa Helena,4123501,Exclusivamente Subterrânea,4123501,0.000533,0.532906,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Média,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4123501_SantaHelena.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
